序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
5608,学院006,专业081,班级137,S000002397,学生2377,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5609,学院008,专业019,班级032,S000000612,学生612,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5610,学院011,专业028,班级080,S000001393,学生1387,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5611,学院006,专业032,班级047,S000001943,学生1930,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5612,学院014,专业056,班级081,S000002231,学生2213,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5613,学院006,专业032,班级055,S000001938,学生1925,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5614,学院008,专业079,班级129,S000002080,学生2065,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5615,学院001,专业006,班级009,S000002175,学生2158,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5616,学院017,专业080,班级131,S000002140,学生2124,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5617,学院002,专业007,班级010,S000001718,学生1708,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5618,学院008,专业019,班级036,S000000655,学生655,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5619,学院015,专业057,班级084,S000001211,学生1205,伏安特性测量实验 大物2,10周,星期一,3,5,教师051,20,3
5620,学院007,专业015,班级026,S000000458,学生458,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5621,学院009,专业043,班级091,S000001642,学生1633,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5622,学院007,专业015,班级027,S000000425,学生425,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5623,学院001,专业001,班级004,S000002280,学生2260,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5624,学院006,专业014,班级024,S000000349,学生349,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5625,学院005,专业012,班级102,S000002202,学生1993,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5626,学院009,专业074,班级123,S000001787,学生1775,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5627,学院006,专业032,班级048,S000000806,学生805,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5628,学院006,专业033,班级049,S000002427,学生2407,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5629,学院009,专业027,班级098,S000001875,学生1862,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5630,学院007,专业016,班级029,S000000572,学生572,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5631,学院005,专业047,班级070,S000001146,学生1141,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5632,学院009,专业027,班级122,S000001741,学生1730,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5633,学院013,专业085,班级156,S000002499,学生2477,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5634,学院009,专业026,班级064,S000001006,学生1002,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5635,学院013,专业085,班级155,S000002485,学生2463,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5636,学院009,专业061,班级089,S000001285,学生1279,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5637,学院002,专业007,班级010,S000000045,学生045,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5638,学院013,专业058,班级085,S000001235,学生1229,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5639,学院002,专业046,班级069,S000001122,学生1117,伏安特性测量实验 大物2,10周,星期二,3,5,教师051,20,3
5640,学院005,专业017,班级030,S000002774,学生2749,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5641,学院009,专业043,班级092,S000001829,学生1817,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5642,学院001,专业068,班级139,S000002321,学生2301,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5643,学院001,专业068,班级105,S000002675,学生2651,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5644,学院006,专业014,班级024,S000000356,学生356,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5645,学院006,专业014,班级023,S000000380,学生380,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5646,学院005,专业012,班级060,S000000909,学生907,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5647,学院010,专业024,班级039,S000000690,学生690,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5648,学院006,专业081,班级137,S000002384,学生2364,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5649,学院008,专业019,班级032,S000000630,学生630,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5650,学院011,专业028,班级080,S000001378,学生1372,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5651,学院008,专业021,班级034,S000000668,学生668,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5652,学院014,专业072,班级119,S000002814,学生2788,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5653,学院004,专业010,班级019,S000000221,学生221,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5654,学院008,专业079,班级129,S000002077,学生2062,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5655,学院008,专业020,班级033,S000000624,学生624,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5656,学院017,专业080,班级131,S000002133,学生2118,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5657,学院002,专业007,班级010,S000001370,学生1364,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5658,学院008,专业019,班级036,S000000659,学生659,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5659,学院006,专业070,班级110,S000001488,学生1479,伏安特性测量实验 大物2,10周,星期二,8,10,教师006,20,3
5660,学院005,专业017,班级030,S000002775,学生2750,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5661,学院007,专业015,班级028,S000000452,学生452,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5662,学院001,专业068,班级139,S000002725,学生2700,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5663,学院001,专业068,班级105,S000002668,学生2644,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5664,学院001,专业001,班级012,S000000077,学生077,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5665,学院005,专业060,班级096,S000002602,学生2580,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5666,学院006,专业022,班级037,S000001474,学生852,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5667,学院005,专业060,班级150,S000002571,学生2549,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5668,学院006,专业022,班级054,S000002159,学生2142,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5669,学院006,专业032,班级053,S000001698,学生1688,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5670,学院011,专业028,班级099,S000002006,学生1992,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5671,学院006,专业032,班级047,S000001949,学生1936,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5672,学院014,专业072,班级119,S000002816,学生2789,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5673,学院006,专业032,班级055,S000001939,学生1926,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5674,学院006,专业037,班级056,S000001703,学生1693,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5675,学院011,专业054,班级107,S000001461,学生133,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5676,学院017,专业080,班级131,S000002137,学生2121,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5677,学院017,专业080,班级132,S000002153,学生2136,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5678,学院008,专业020,班级035,S000000647,学生647,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5679,学院014,专业075,班级179,S000002875,学生2847,伏安特性测量实验 大物2,10周,星期二,11,13,教师006,20,3
5680,学院007,专业015,班级025,S000000424,学生424,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5681,学院009,专业043,班级092,S000001823,学生1811,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5682,学院001,专业068,班级139,S000002690,学生2666,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5683,学院001,专业068,班级105,S000002661,学生2637,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5684,学院001,专业001,班级012,S000000057,学生057,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5685,学院005,专业060,班级096,S000002598,学生2576,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5686,学院006,专业022,班级037,S000001469,学生1462,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5687,学院005,专业060,班级150,S000002577,学生2555,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5688,学院006,专业022,班级054,S000002347,学生2327,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5689,学院006,专业034,班级057,S000000803,学生802,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5690,学院011,专业028,班级080,S000001379,学生1373,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5691,学院006,专业032,班级047,S000002450,学生2430,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5692,学院014,专业056,班级081,S000001983,学生1970,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5693,学院002,专业004,班级006,S000000844,学生842,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5694,学院008,专业079,班级129,S000002093,学生2078,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5695,学院010,专业049,班级073,S000001192,学生1187,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5696,学院009,专业061,班级089,S000001290,学生1284,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5697,学院002,专业007,班级010,S000001712,学生1702,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5698,学院009,专业084,班级147,S000002435,学生2415,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5699,学院006,专业022,班级164,S000002797,学生2772,伏安特性测量实验 大物2,10周,星期三,3,5,教师045,20,3
5700,学院007,专业015,班级026,S000000939,学生935,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5701,学院009,专业043,班级092,S000001828,学生1816,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5702,学院007,专业015,班级027,S000000418,学生418,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5703,学院001,专业001,班级004,S000000006,学生006,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5704,学院006,专业014,班级024,S000000364,学生364,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5705,学院006,专业014,班级023,S000000337,学生337,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5706,学院009,专业074,班级123,S000001847,学生572,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5707,学院002,专业005,班级007,S000000868,学生866,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5708,学院006,专业081,班级138,S000002324,学生2304,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5709,学院009,专业027,班级098,S000001858,学生1845,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5710,学院007,专业016,班级029,S000000586,学生586,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5711,学院001,专业002,班级002,S000000563,学生563,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5712,学院009,专业027,班级122,S000001744,学生1733,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5713,学院004,专业010,班级019,S000000224,学生224,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5714,学院009,专业026,班级041,S000001028,学生1024,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5715,学院010,专业049,班级073,S000001179,学生1174,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5716,学院006,专业038,班级058,S000001319,学生1313,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5717,学院014,专业055,班级079,S000002825,学生2798,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5718,学院014,专业086,班级158,S000002745,学生2720,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5719,学院006,专业031,班级046,S000000738,学生738,伏安特性测量实验 大物2,10周,星期三,8,10,教师006,20,3
5720,学院007,专业015,班级026,S000000467,学生467,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5721,学院007,专业015,班级028,S000000965,学生961,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5722,学院007,专业015,班级027,S000000935,学生931,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5723,学院001,专业001,班级004,S000002262,学生2243,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5724,学院006,专业014,班级024,S000000365,学生365,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5725,学院006,专业014,班级023,S000000348,学生348,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5726,学院005,专业012,班级060,S000000891,学生889,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5727,学院010,专业024,班级039,S000000708,学生708,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5728,学院006,专业081,班级137,S000002396,学生2376,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5729,学院006,专业034,班级057,S000001566,学生1557,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5730,学院011,专业028,班级080,S000001419,学生1413,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5731,学院008,专业021,班级034,S000000682,学生682,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5732,学院014,专业056,班级081,S000002245,学生2227,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5733,学院013,专业085,班级156,S000002494,学生2472,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5734,学院008,专业079,班级129,S000002078,学生2063,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5735,学院013,专业085,班级155,S000002491,学生2469,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5736,学院014,专业075,班级125,S000002242,学生2224,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5737,学院002,专业007,班级010,S000001709,学生1699,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5738,学院009,专业053,班级077,S000001605,学生1596,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5739,学院014,专业075,班级148,S000002417,学生2397,伏安特性测量实验 大物2,10周,星期三,11,13,教师006,20,3
5740,学院007,专业015,班级026,S000000974,学生970,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5741,学院009,专业043,班级091,S000001610,学生1601,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5742,学院001,专业068,班级139,S000002653,学生2630,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5743,学院001,专业068,班级105,S000002701,学生2677,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5744,学院006,专业014,班级024,S000000366,学生366,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5745,学院006,专业014,班级023,S000000345,学生345,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5746,学院006,专业022,班级037,S000001491,学生1482,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5747,学院002,专业005,班级007,S000000876,学生874,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5748,学院006,专业022,班级054,S000001970,学生1957,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5749,学院008,专业019,班级032,S000000601,学生601,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5750,学院011,专业028,班级080,S000001406,学生1400,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5751,学院008,专业021,班级034,S000000676,学生676,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5752,学院014,专业056,班级081,S000001989,学生1976,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5753,学院013,专业085,班级156,S000002480,学生2458,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5754,学院009,专业026,班级041,S000001039,学生1035,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5755,学院013,专业085,班级155,S000002490,学生2468,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5756,学院006,专业038,班级058,S000001310,学生1304,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5757,学院002,专业007,班级010,S000001711,学生1701,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5758,学院014,专业086,班级158,S000002791,学生2766,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5759,学院002,专业046,班级069,S000001126,学生1121,伏安特性测量实验 大物2,10周,星期四,3,5,教师051,20,3
5760,学院007,专业015,班级026,S000000420,学生420,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5761,学院009,专业043,班级092,S000001833,学生1821,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5762,学院001,专业068,班级139,S000002697,学生2673,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5763,学院001,专业068,班级105,S000002657,学生2634,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5764,学院001,专业001,班级012,S000000549,学生549,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5765,学院005,专业060,班级096,S000002605,学生2582,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5766,学院009,专业074,班级123,S000001797,学生1785,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5767,学院006,专业032,班级048,S000000765,学生765,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5768,学院006,专业081,班级137,S000002181,学生2164,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5769,学院008,专业019,班级032,S000000600,学生600,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5770,学院007,专业016,班级029,S000000582,学生582,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5771,学院006,专业032,班级047,S000002445,学生2425,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5772,学院011,专业054,班级106,S000002742,学生2717,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5773,学院004,专业010,班级019,S000000128,学生128,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5774,学院011,专业054,班级145,S000002420,学生2400,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5775,学院011,专业054,班级082,S000002050,学生2036,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5776,学院006,专业038,班级058,S000001316,学生1310,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5777,学院014,专业055,班级079,S000002809,学生2783,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5778,学院014,专业088,班级167,S000002839,学生2812,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5779,学院009,专业044,班级067,S000001056,学生1052,伏安特性测量实验 大物2,10周,星期四,8,10,教师006,20,3
5780,学院007,专业015,班级025,S000001657,学生1648,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5781,学院007,专业015,班级028,S000001670,学生1660,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5782,学院007,专业015,班级028,S000000972,学生968,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5783,学院001,专业001,班级004,S000000007,学生007,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5784,学院001,专业001,班级012,S000000088,学生088,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5785,学院005,专业060,班级096,S000002607,学生2584,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5786,学院009,专业074,班级123,S000001791,学生1779,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5787,学院005,专业060,班级150,S000002587,学生2565,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5788,学院006,专业034,班级050,S000000769,学生769,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5789,学院006,专业032,班级053,S000001704,学生1694,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5790,学院011,专业028,班级099,S000002023,学生2009,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5791,学院006,专业032,班级047,S000002441,学生2421,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5792,学院014,专业072,班级119,S000002792,学生2767,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5793,学院006,专业032,班级055,S000002261,学生2242,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5794,学院006,专业037,班级056,S000001679,学生1669,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5795,学院010,专业049,班级073,S000001187,学生1182,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5796,学院006,专业038,班级058,S000001317,学生1311,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5797,学院014,专业055,班级079,S000001200,学生1195,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5798,学院009,专业053,班级077,S000001197,学生1192,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5799,学院009,专业041,班级065,S000001019,学生1015,伏安特性测量实验 大物2,10周,星期四,11,13,教师006,20,3
5800,学院007,专业015,班级026,S000000456,学生456,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5801,学院009,专业043,班级091,S000001634,学生1625,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5802,学院001,专业068,班级139,S000002679,学生2655,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5803,学院001,专业068,班级105,S000002674,学生2650,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5804,学院001,专业001,班级012,S000000534,学生534,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5805,学院005,专业060,班级096,S000002596,学生2574,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5806,学院006,专业022,班级037,S000001477,学生1468,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5807,学院005,专业060,班级150,S000002590,学生2568,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5808,学院006,专业022,班级054,S000000801,学生800,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5809,学院006,专业032,班级053,S000000928,学生925,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5810,学院011,专业028,班级080,S000001421,学生1415,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5811,学院006,专业032,班级047,S000002440,学生2420,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5812,学院009,专业027,班级122,S000001739,学生1728,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5813,学院006,专业032,班级055,S000001937,学生1924,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5814,学院008,专业079,班级129,S000002096,学生2081,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5815,学院008,专业020,班级033,S000000616,学生616,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5816,学院014,专业075,班级125,S000001981,学生1968,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5817,学院006,专业030,班级045,S000000731,学生731,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5818,学院014,专业086,班级158,S000002743,学生2718,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5819,学院015,专业059,班级146,S000002361,学生2341,伏安特性测量实验 大物2,10周,星期五,3,5,教师051,20,3
5820,学院007,专业015,班级026,S000000984,学生980,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5821,学院009,专业043,班级092,S000001818,学生1806,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5822,学院007,专业015,班级027,S000000416,学生416,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5823,学院001,专业001,班级004,S000002271,学生2252,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5824,学院001,专业001,班级008,S000000562,学生562,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5825,学院005,专业060,班级136,S000002290,学生2270,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5826,学院009,专业074,班级123,S000001793,学生1781,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5827,学院005,专业060,班级150,S000002600,学生2578,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5828,学院006,专业034,班级050,S000000757,学生757,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5829,学院006,专业032,班级053,S000001688,学生1678,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5830,学院011,专业028,班级099,S000002005,学生1991,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5831,学院006,专业032,班级047,S000001965,学生1952,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5832,学院014,专业072,班级119,S000002849,学生2822,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5833,学院006,专业032,班级055,S000001054,学生1050,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5834,学院011,专业054,班级145,S000002530,学生2508,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5835,学院011,专业054,班级149,S000002528,学生2506,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5836,学院014,专业075,班级125,S000002218,学生2200,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5837,学院005,专业060,班级087,S000001223,学生1217,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5838,学院008,专业020,班级035,S000000636,学生636,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5839,学院014,专业075,班级190,S000002887,学生2859,伏安特性测量实验 大物2,11周,星期一,3,5,教师051,20,3
5840,学院007,专业015,班级025,S000000922,学生919,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5841,学院009,专业043,班级092,S000001826,学生1814,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5842,学院001,专业068,班级139,S000002714,学生2689,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5843,学院001,专业068,班级105,S000002703,学生2679,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5844,学院006,专业014,班级024,S000000405,学生405,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5845,学院006,专业014,班级023,S000000401,学生401,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5846,学院009,专业074,班级123,S000001779,学生1767,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5847,学院010,专业024,班级039,S000000702,学生702,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
5848,学院006,专业081,班级137,S000002378,学生2358,伏安特性测量实验 大物2,11周,星期一,8,10,教师006,20,3
